index,top5_indices,top5_tanimoto
453,"[np.int64(154), np.int64(620), np.int64(173), np.int64(454), np.int64(203)]","[0.27906976744186046, 0.27586206896551724, 0.2727272727272727, 0.25862068965517243, 0.2558139534883721]"
454,"[np.int64(1025), np.int64(216), np.int64(635), np.int64(453), np.int64(632)]","[0.2962962962962963, 0.27586206896551724, 0.2692307692307692, 0.25862068965517243, 0.2549019607843137]"
455,"[np.int64(314), np.int64(185), np.int64(203), np.int64(154), np.int64(253)]","[0.42857142857142855, 0.4166666666666667, 0.3333333333333333, 0.3181818181818182, 0.2916666666666667]"
456,"[np.int64(191), np.int64(936), np.int64(17), np.int64(37), np.int64(399)]","[0.5384615384615384, 0.40425531914893614, 0.37777777777777777, 0.36538461538461536, 0.3404255319148936]"
457,"[np.int64(614), np.int64(533), np.int64(803), np.int64(559), np.int64(618)]","[0.9811320754716981, 0.3698630136986301, 0.36486486486486486, 0.31746031746031744, 0.31343283582089554]"
458,"[np.int64(566), np.int64(1023), np.int64(350), np.int64(248), np.int64(406)]","[0.9210526315789473, 0.32558139534883723, 0.3, 0.2564102564102564, 0.25]"
459,"[np.int64(1037), np.int64(663), np.int64(71), np.int64(6), np.int64(1269)]","[0.8048780487804879, 0.3469387755102041, 0.3, 0.29411764705882354, 0.275]"
460,"[np.int64(235), np.int64(664), np.int64(167), np.int64(587), np.int64(514)]","[0.7272727272727273, 0.7111111111111111, 0.7058823529411765, 0.4583333333333333, 0.41379310344827586]"
461,"[np.int64(709), np.int64(214), np.int64(1093), np.int64(322), np.int64(398)]","[0.04, 0.04, 0.03571428571428571, 0.03571428571428571, 0.034482758620689655]"
462,"[np.int64(322), np.int64(594), np.int64(398), np.int64(214), np.int64(483)]","[0.475, 0.4634146341463415, 0.42857142857142855, 0.4, 0.3958333333333333]"
463,"[np.int64(84), np.int64(139), np.int64(559), np.int64(1264), np.int64(1032)]","[0.3333333333333333, 0.3333333333333333, 0.3269230769230769, 0.3220338983050847, 0.32075471698113206]"
464,"[np.int64(242), np.int64(221), np.int64(410), np.int64(651), np.int64(754)]","[0.66, 0.58, 0.5471698113207547, 0.32075471698113206, 0.3]"
465,"[np.int64(647), np.int64(109), np.int64(842), np.int64(170), np.int64(489)]","[0.9111111111111111, 0.45098039215686275, 0.4423076923076923, 0.41379310344827586, 0.3888888888888889]"
466,"[np.int64(168), np.int64(504), np.int64(158), np.int64(582), np.int64(369)]","[0.36764705882352944, 0.36065573770491804, 0.3389830508474576, 0.32857142857142857, 0.3230769230769231]"
467,"[np.int64(581), np.int64(778), np.int64(508), np.int64(922), np.int64(973)]","[0.25, 0.25, 0.2459016393442623, 0.22535211267605634, 0.21052631578947367]"
468,"[np.int64(698), np.int64(370), np.int64(171), np.int64(815), np.int64(549)]","[0.84, 0.7872340425531915, 0.6727272727272727, 0.6153846153846154, 0.5333333333333333]"
469,"[np.int64(755), np.int64(535), np.int64(807), np.int64(742), np.int64(799)]","[0.6666666666666666, 0.5681818181818182, 0.5555555555555556, 0.5306122448979592, 0.52]"
470,"[np.int64(172), np.int64(363), np.int64(328), np.int64(688), np.int64(569)]","[0.42105263157894735, 0.4, 0.3783783783783784, 0.3170731707317073, 0.3125]"
471,"[np.int64(814), np.int64(1007), np.int64(1065), np.int64(1276), np.int64(1041)]","[0.9696969696969697, 0.2857142857142857, 0.26666666666666666, 0.2608695652173913, 0.2549019607843137]"
472,"[np.int64(687), np.int64(785), np.int64(958), np.int64(246), np.int64(592)]","[0.9772727272727273, 0.38181818181818183, 0.375, 0.3684210526315789, 0.34328358208955223]"
473,"[np.int64(522), np.int64(1325), np.int64(774), np.int64(1401), np.int64(851)]","[0.9714285714285714, 0.32075471698113206, 0.3157894736842105, 0.3148148148148148, 0.3103448275862069]"
474,"[np.int64(351), np.int64(744), np.int64(127), np.int64(770), np.int64(424)]","[0.9666666666666667, 0.7428571428571429, 0.7142857142857143, 0.6744186046511628, 0.6486486486486487]"
475,"[np.int64(360), np.int64(395), np.int64(190), np.int64(1360), np.int64(891)]","[0.4166666666666667, 0.4074074074074074, 0.25925925925925924, 0.25, 0.24528301886792453]"
476,"[np.int64(199), np.int64(720), np.int64(340), np.int64(185), np.int64(728)]","[0.45454545454545453, 0.36363636363636365, 0.3333333333333333, 0.3076923076923077, 0.29411764705882354]"
477,"[np.int64(587), np.int64(572), np.int64(639), np.int64(361), np.int64(235)]","[0.8085106382978723, 0.6981132075471698, 0.5740740740740741, 0.5471698113207547, 0.46938775510204084]"
478,"[np.int64(69), np.int64(205), np.int64(949), np.int64(12), np.int64(1018)]","[0.4166666666666667, 0.4090909090909091, 0.4, 0.3783783783783784, 0.3333333333333333]"
479,"[np.int64(740), np.int64(172), np.int64(919), np.int64(644), np.int64(363)]","[0.2542372881355932, 0.25, 0.25, 0.24358974358974358, 0.2413793103448276]"
480,"[np.int64(547), np.int64(243), np.int64(710), np.int64(245), np.int64(718)]","[0.6428571428571429, 0.6428571428571429, 0.5238095238095238, 0.5185185185185185, 0.515625]"
481,"[np.int64(584), np.int64(899), np.int64(794), np.int64(97), np.int64(927)]","[0.7058823529411765, 0.47540983606557374, 0.2714285714285714, 0.25, 0.25]"
482,"[np.int64(716), np.int64(526), np.int64(282), np.int64(383), np.int64(408)]","[0.48717948717948717, 0.2962962962962963, 0.2391304347826087, 0.23333333333333334, 0.22916666666666666]"
483,"[np.int64(462), np.int64(214), np.int64(322), np.int64(621), np.int64(594)]","[0.3958333333333333, 0.38636363636363635, 0.3617021276595745, 0.36, 0.3541666666666667]"
484,"[np.int64(562), np.int64(1059), np.int64(903), np.int64(1399), np.int64(1419)]","[0.9782608695652174, 0.352112676056338, 0.3225806451612903, 0.3157894736842105, 0.3116883116883117]"
485,"[np.int64(550), np.int64(795), np.int64(997), np.int64(71), np.int64(6)]","[0.8297872340425532, 0.4888888888888889, 0.4339622641509434, 0.26785714285714285, 0.2631578947368421]"
486,"[np.int64(432), np.int64(762), np.int64(445), np.int64(444), np.int64(440)]","[0.673469387755102, 0.6545454545454545, 0.41379310344827586, 0.2786885245901639, 0.24285714285714285]"
487,"[np.int64(599), np.int64(436), np.int64(416), np.int64(400), np.int64(1153)]","[1.0, 0.3870967741935484, 0.34210526315789475, 0.3111111111111111, 0.2926829268292683]"
488,"[np.int64(449), np.int64(1026), np.int64(407), np.int64(669), np.int64(47)]","[0.9782608695652174, 0.4642857142857143, 0.44642857142857145, 0.4423076923076923, 0.4230769230769231]"
489,"[np.int64(170), np.int64(600), np.int64(465), np.int64(587), np.int64(490)]","[0.8292682926829268, 0.391304347826087, 0.3888888888888889, 0.38461538461538464, 0.3829787234042553]"
490,"[np.int64(386), np.int64(801), np.int64(558), np.int64(518), np.int64(962)]","[0.7435897435897436, 0.7045454545454546, 0.6382978723404256, 0.6341463414634146, 0.6190476190476191]"
491,"[np.int64(330), np.int64(526), np.int64(383), np.int64(482), np.int64(716)]","[0.9642857142857143, 0.22580645161290322, 0.21212121212121213, 0.20454545454545456, 0.19607843137254902]"
492,"[np.int64(585), np.int64(508), np.int64(272), np.int64(636), np.int64(396)]","[0.7857142857142857, 0.27586206896551724, 0.2602739726027397, 0.2597402597402597, 0.25675675675675674]"
493,"[np.int64(800), np.int64(835), np.int64(545), np.int64(725), np.int64(837)]","[0.9821428571428571, 0.6666666666666666, 0.6666666666666666, 0.6567164179104478, 0.6567164179104478]"
494,"[np.int64(667), np.int64(817), np.int64(847), np.int64(571), np.int64(844)]","[0.7333333333333333, 0.5675675675675675, 0.5135135135135135, 0.47058823529411764, 0.4318181818181818]"
495,"[np.int64(1274), np.int64(309), np.int64(968), np.int64(290), np.int64(44)]","[0.45454545454545453, 0.35714285714285715, 0.3548387096774194, 0.3448275862068966, 0.34375]"
496,"[np.int64(500), np.int64(652), np.int64(502), np.int64(303), np.int64(339)]","[0.6764705882352942, 0.6666666666666666, 0.6216216216216216, 0.5833333333333334, 0.5675675675675675]"
497,"[np.int64(357), np.int64(174), np.int64(164), np.int64(255), np.int64(299)]","[0.2826086956521739, 0.2765957446808511, 0.23333333333333334, 0.21951219512195122, 0.21212121212121213]"
498,"[np.int64(630), np.int64(326), np.int64(789), np.int64(589), np.int64(263)]","[0.3225806451612903, 0.3181818181818182, 0.31746031746031744, 0.30158730158730157, 0.2982456140350877]"
499,"[np.int64(913), np.int64(1244), np.int64(1010), np.int64(1014), np.int64(119)]","[0.47058823529411764, 0.45, 0.43243243243243246, 0.42105263157894735, 0.3333333333333333]"
500,"[np.int64(496), np.int64(677), np.int64(674), np.int64(933), np.int64(339)]","[0.6764705882352942, 0.6, 0.5365853658536586, 0.5348837209302325, 0.525]"
501,"[np.int64(533), np.int64(803), np.int64(417), np.int64(569), np.int64(644)]","[0.2345679012345679, 0.23170731707317074, 0.21428571428571427, 0.2112676056338028, 0.20930232558139536]"
502,"[np.int64(496), np.int64(303), np.int64(674), np.int64(652), np.int64(933)]","[0.6216216216216216, 0.5365853658536586, 0.5348837209302325, 0.5348837209302325, 0.5333333333333333]"
503,"[np.int64(156), np.int64(727), np.int64(332), np.int64(537), np.int64(1042)]","[0.2826086956521739, 0.2765957446808511, 0.2608695652173913, 0.2553191489361702, 0.25]"
504,"[np.int64(981), np.int64(158), np.int64(591), np.int64(324), np.int64(377)]","[0.5740740740740741, 0.5652173913043478, 0.5555555555555556, 0.46938775510204084, 0.4166666666666667]"
505,"[np.int64(656), np.int64(1269), np.int64(1364), np.int64(1296), np.int64(306)]","[0.6071428571428571, 0.37037037037037035, 0.34375, 0.3333333333333333, 0.2903225806451613]"
506,"[np.int64(284), np.int64(418), np.int64(0), np.int64(325), np.int64(1418)]","[0.13333333333333333, 0.11538461538461539, 0.1111111111111111, 0.10810810810810811, 0.10714285714285714]"
507,"[np.int64(106), np.int64(1448), np.int64(1289), np.int64(59), np.int64(723)]","[0.9565217391304348, 0.5, 0.4666666666666667, 0.43333333333333335, 0.4]"
508,"[np.int64(840), np.int64(778), np.int64(685), np.int64(813), np.int64(260)]","[0.7368421052631579, 0.4782608695652174, 0.30612244897959184, 0.3, 0.2833333333333333]"
509,"[np.int64(188), np.int64(244), np.int64(946), np.int64(689), np.int64(916)]","[0.9545454545454546, 0.5384615384615384, 0.5, 0.4666666666666667, 0.4642857142857143]"
510,"[np.int64(782), np.int64(490), np.int64(117), np.int64(436), np.int64(711)]","[0.96, 0.34146341463414637, 0.3055555555555556, 0.30303030303030304, 0.2894736842105263]"
511,"[np.int64(751), np.int64(288), np.int64(1451), np.int64(848), np.int64(692)]","[0.8269230769230769, 0.74, 0.6607142857142857, 0.6607142857142857, 0.6071428571428571]"
512,"[np.int64(177), np.int64(711), np.int64(641), np.int64(612), np.int64(441)]","[0.8378378378378378, 0.6470588235294118, 0.6285714285714286, 0.4878048780487805, 0.47619047619047616]"
513,"[np.int64(721), np.int64(1176), np.int64(557), np.int64(1213), np.int64(1156)]","[0.85, 0.6984126984126984, 0.6818181818181818, 0.6268656716417911, 0.6176470588235294]"
514,"[np.int64(818), np.int64(235), np.int64(167), np.int64(460), np.int64(587)]","[0.54, 0.5, 0.49019607843137253, 0.41379310344827586, 0.3968253968253968]"
515,"[np.int64(577), np.int64(76), np.int64(327), np.int64(742), np.int64(95)]","[0.8541666666666666, 0.3384615384615385, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
516,"[np.int64(575), np.int64(1137), np.int64(1103), np.int64(253), np.int64(54)]","[0.3125, 0.23076923076923078, 0.2222222222222222, 0.21428571428571427, 0.2]"
517,"[np.int64(335), np.int64(376), np.int64(400), np.int64(593), np.int64(355)]","[0.9782608695652174, 0.38235294117647056, 0.3728813559322034, 0.36764705882352944, 0.3559322033898305]"
518,"[np.int64(962), np.int64(490), np.int64(386), np.int64(801), np.int64(558)]","[0.972972972972973, 0.6341463414634146, 0.5531914893617021, 0.48148148148148145, 0.4642857142857143]"
519,"[np.int64(796), np.int64(357), np.int64(174), np.int64(711), np.int64(641)]","[0.967741935483871, 0.6585365853658537, 0.6428571428571429, 0.4473684210526316, 0.4358974358974359]"
520,"[np.int64(1015), np.int64(355), np.int64(313), np.int64(400), np.int64(1016)]","[0.9629629629629629, 0.2978723404255319, 0.29411764705882354, 0.2916666666666667, 0.28888888888888886]"
521,"[np.int64(701), np.int64(721), np.int64(1323), np.int64(513), np.int64(1156)]","[0.8615384615384616, 0.5866666666666667, 0.48863636363636365, 0.48717948717948717, 0.4567901234567901]"
522,"[np.int64(473), np.int64(1401), np.int64(851), np.int64(1325), np.int64(774)]","[0.9714285714285714, 0.3333333333333333, 0.3275862068965517, 0.3148148148148148, 0.3103448275862069]"
523,"[np.int64(166), np.int64(711), np.int64(641), np.int64(612), np.int64(441)]","[0.9705882352941176, 0.3181818181818182, 0.3111111111111111, 0.2857142857142857, 0.28]"
524,"[np.int64(1114), np.int64(1228), np.int64(628), np.int64(1128), np.int64(938)]","[0.38461538461538464, 0.36585365853658536, 0.35714285714285715, 0.3076923076923077, 0.3055555555555556]"
525,"[np.int64(329), np.int64(944), np.int64(46), np.int64(676), np.int64(902)]","[0.967741935483871, 0.39473684210526316, 0.35135135135135137, 0.3, 0.23809523809523808]"
526,"[np.int64(383), np.int64(482), np.int64(330), np.int64(716), np.int64(491)]","[0.4666666666666667, 0.2962962962962963, 0.23333333333333334, 0.22857142857142856, 0.22580645161290322]"
527,"[np.int64(1161), np.int64(942), np.int64(531), np.int64(704), np.int64(183)]","[0.6, 0.5, 0.45, 0.42857142857142855, 0.3333333333333333]"
528,"[np.int64(107), np.int64(966), np.int64(287), np.int64(986), np.int64(985)]","[0.2692307692307692, 0.2641509433962264, 0.26, 0.25, 0.24528301886792453]"
529,"[np.int64(901), np.int64(896), np.int64(389), np.int64(982), np.int64(740)]","[0.2826086956521739, 0.27586206896551724, 0.275, 0.25, 0.25]"
530,"[np.int64(201), np.int64(827), np.int64(100), np.int64(137), np.int64(820)]","[0.6363636363636364, 0.41379310344827586, 0.2786885245901639, 0.27419354838709675, 0.2608695652173913]"
531,"[np.int64(527), np.int64(1161), np.int64(942), np.int64(575), np.int64(772)]","[0.45, 0.25, 0.21739130434782608, 0.21052631578947367, 0.20689655172413793]"
532,"[np.int64(371), np.int64(430), np.int64(17), np.int64(164), np.int64(611)]","[0.5, 0.39285714285714285, 0.21052631578947367, 0.2, 0.1951219512195122]"
533,"[np.int64(803), np.int64(100), np.int64(137), np.int64(121), np.int64(64)]","[0.9795918367346939, 0.42857142857142855, 0.421875, 0.4126984126984127, 0.4126984126984127]"
534,"[np.int64(610), np.int64(660), np.int64(959), np.int64(307), np.int64(1039)]","[0.5294117647058824, 0.5294117647058824, 0.4166666666666667, 0.3939393939393939, 0.3111111111111111]"
535,"[np.int64(807), np.int64(602), np.int64(469), np.int64(1013), np.int64(1127)]","[0.9666666666666667, 0.5681818181818182, 0.5681818181818182, 0.5555555555555556, 0.42857142857142855]"
536,"[np.int64(42), np.int64(55), np.int64(917), np.int64(738), np.int64(1269)]","[0.9285714285714286, 0.43478260869565216, 0.15625, 0.15384615384615385, 0.14285714285714285]"
537,"[np.int64(332), np.int64(641), np.int64(441), np.int64(238), np.int64(711)]","[0.9655172413793104, 0.34146341463414637, 0.3333333333333333, 0.3181818181818182, 0.3170731707317073]"
538,"[np.int64(450), np.int64(554), np.int64(414), np.int64(285), np.int64(1276)]","[0.96875, 0.575, 0.55, 0.5, 0.48717948717948717]"
539,"[np.int64(9), np.int64(996), np.int64(646), np.int64(338), np.int64(1062)]","[0.9714285714285714, 0.7317073170731707, 0.7073170731707317, 0.3269230769230769, 0.3111111111111111]"
540,"[np.int64(48), np.int64(991), np.int64(1009), np.int64(403), np.int64(554)]","[0.9714285714285714, 0.46153846153846156, 0.4423076923076923, 0.4339622641509434, 0.375]"
541,"[np.int64(334), np.int64(719), np.int64(400), np.int64(441), np.int64(929)]","[0.9615384615384616, 0.25, 0.24489795918367346, 0.2391304347826087, 0.23684210526315788]"
542,"[np.int64(157), np.int64(203), np.int64(802), np.int64(197), np.int64(1182)]","[0.3939393939393939, 0.3793103448275862, 0.36363636363636365, 0.36363636363636365, 0.35294117647058826]"
543,"[np.int64(586), np.int64(1192), np.int64(374), np.int64(238), np.int64(391)]","[0.75, 0.4583333333333333, 0.44680851063829785, 0.3829787234042553, 0.3829787234042553]"
544,"[np.int64(1229), np.int64(868), np.int64(1078), np.int64(436), np.int64(654)]","[0.7777777777777778, 0.4, 0.3870967741935484, 0.3333333333333333, 0.3333333333333333]"
545,"[np.int64(725), np.int64(429), np.int64(493), np.int64(765), np.int64(835)]","[0.9821428571428571, 0.676923076923077, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]"
546,"[np.int64(933), np.int64(674), np.int64(264), np.int64(502), np.int64(303)]","[0.6590909090909091, 0.627906976744186, 0.5, 0.48936170212765956, 0.4888888888888889]"
547,"[np.int64(653), np.int64(480), np.int64(245), np.int64(243), np.int64(710)]","[0.8125, 0.6428571428571429, 0.5384615384615384, 0.5254237288135594, 0.42424242424242425]"
548,"[np.int64(1041), np.int64(1033), np.int64(671), np.int64(1198), np.int64(686)]","[0.3191489361702128, 0.3125, 0.24324324324324326, 0.20930232558139536, 0.17647058823529413]"
549,"[np.int64(815), np.int64(698), np.int64(171), np.int64(468), np.int64(370)]","[0.84, 0.6666666666666666, 0.5873015873015873, 0.5333333333333333, 0.4603174603174603]"
550,"[np.int64(485), np.int64(997), np.int64(795), np.int64(150), np.int64(1440)]","[0.8297872340425532, 0.5849056603773585, 0.41509433962264153, 0.352112676056338, 0.29850746268656714]"
551,"[np.int64(601), np.int64(59), np.int64(723), np.int64(310), np.int64(1448)]","[0.95, 0.6666666666666666, 0.625, 0.375, 0.3548387096774194]"
552,"[np.int64(883), np.int64(686), np.int64(757), np.int64(569), np.int64(700)]","[0.5471698113207547, 0.24561403508771928, 0.2413793103448276, 0.20967741935483872, 0.20634920634920634]"
553,"[np.int64(61), np.int64(109), np.int64(842), np.int64(1044), np.int64(559)]","[0.975, 0.40384615384615385, 0.39622641509433965, 0.31666666666666665, 0.26785714285714285]"
